expenditure_date,payee_name,payee_clean,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments,x14
2022-06-28,opulent cloud,opulent cloud,3355 Keswick Rd  Baltimore  Maryland 21211,business/group/organization,1525,Attar  Dalya for Baltimore,media,Phones / Robo calls,NA,Check,NA,Electoral,robocalls,NA
2021-04-12,tidemore,tidemore,516 North Charles Street  Baltimore  Maryland 21201,business/group/organization,1250,Jones  Julian Citizens For,media,Consulting Fees - Media,NA,EFT,NA,Electoral,NA,NA
2022-11-03,meta platforms inc.,facebook,1 Hacker Way  Menlo Park  California 90425,business/group/organization,75,Plotts  David for Wicomico,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-03-10,frank caskin,frank caskin,12107 Whippoorwill Ln  Rockville  Maryland 20852,individual,2550,Segal  Jerome M. for Governor,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2021-06-22,anthony greene,anthony greene,9132 Bay Ave    Calvert  Maryland 20714,individual,200,Johnson  Vaughn Jay Campaign,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2021-01-08,ngp,ngp,1445 New York Ave. NW #200  Washington  District Of Columbia 20005,business/group/organization,250,Harrison  Andrea Friends Of,media,Media - Website Development,NA,Electronic Check,NA,Electoral,NA,NA
2022-09-22,county times,county times,PO Box 250  Hollywood  Maryland 20636,business/group/organization,399,Phipps  Margaret H. Friends of,media,Newspaper,NA,Check,NA,Electoral,NA,NA
2021-08-27,wmda,wmda,1532 Pointer  Ridge Place  Suite F  BOWIE  Maryland 20716,non-profit organization,750,Service Station Dealers Political Committee PAC,media,Online Advertising,NA,Check,NA,Electoral,NA,NA
2021-09-20,facebook,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,900,Franchot  Peter Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-09-20,facebook,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,900,Franchot  Peter Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-07-16,peerly,peerly,NA,business/group/organization,1029.97,Duyile  Remi Friends of,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2022-07-20,peerly,peerly,NA,business/group/organization,359.82,Duyile  Remi Friends of,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2022-06-17,ralco products,ralco products,627 REISTERSTOWN ROAD  BALTIMORE  Maryland 21208,business/group/organization,8704.84,Ball  Calvin Team  The,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2021-09-27,facebook,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,900,Franchot  Peter Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-01,facebook,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,900,Franchot  Peter Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-29,garrett county democratic central committee,garrett county democratic central committee,PO Box 343  McHenry  Maryland 21541,business/group/organization,100,Watson  Rita L. Friends to Re-Elect,media,Book/Brochure Advertising,NA,Check,NA,Electoral,Full Page Ad for 2022 Annual Roosevelt Kennedy Dinner Booklet,NA
2022-05-14,garrett county republican central committee,garrett county republican central committee,609 Pin Oak Circle  Oakland  Maryland 21550,business/group/organization,120,Watson  Rita L. Friends to Re-Elect,media,Book/Brochure Advertising,NA,Check,NA,Electoral,Full Page Ad in 2022 Lincoln Reagan Day Dinner Program,NA
2021-01-02,mail chimp,mail chimp,675 Ponce de Leon Ave NE  suite 5000  Atlanta  Georgia 30308,business/group/organization,34.95,Porter  Phylicia Friends for,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-10,wix.com,wix,500 Terry A Francois Blvd San Francois Blvd 6th Fl  San Francisco  California 94158,business/group/organization,286.2,Woods  Jamila Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,WIX website fee,NA
2022-06-10,wix website,wix website,500 Terry A Francois Blvd San Francois Blvd 6th Fl  San Francisco  California 94158,business/group/organization,95.4,Woods  Jamila Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-06-10,wix website,wix website,500 Terry A Francois Blvd San Francois Blvd 6th Fl  San Francisco  California 94158,business/group/organization,9.9,Woods  Jamila Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-09-01,godaddy.com  inc,godaddy.com  inc,14455 N. Hayden Rd.  Suite 219  Scottsdale  Arizona 85620,business/group/organization,254.28,Harford County Democratic Central Committee,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-10-04,dbf corporation,dbf corporation,9683 CHARLES ST  LA PLATA  Maryland 20646,business/group/organization,1500,Rey  Deb for Maryland,media,Videos,NA,Check,NA,Electoral,Television commercial production,NA
2022-01-04,facebook,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,65.96,Franchot  Peter Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-10-04,facebook,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,900,Franchot  Peter Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2021-07-19,facebook,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,731.04,Franchot  Peter Friends Of,media,Online Advertising,NA,Debit Card,NA,Electoral,reimbursement to Tidemore  LLC,NA
2022-04-01,zoom,zoom,55 Almaden Blvd  San Jose  California 95113,business/group/organization,14.99,Wikner  Ben for County Council D7,media,Phones / Robo calls,NA,Debit Card,NA,Electoral,NA,NA
2022-05-10,sole strategies,be strategies,9353 W Twain Ave  #203  Las Vegas  Nevada 89147,business/group/organization,1250,Wikner  Ben for County Council D7,media,Consulting Fees - Media,NA,Debit Card,NA,Electoral,NA,NA
2021-12-17,bass for sheriff,bass for sheriff,1502 Casino Cir  Silver Spring  Maryland 20906,business/group/organization,700,Bass  Robert For Sheriff,media,Videos,NA,Credit Card/MasterCard,NA,Electoral,Coach Erickson,NA
2022-05-04,do big things,do big things  llc,PO Box 128  Mill Vallye  California 94942,business/group/organization,8000,Ginsburg  Amy Committee to Elect,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-01-31,facebook inc,facebook,1601 Willow Road  Menlo Park  California 94025,business/group/organization,456.8,Brooks  Brandy Power Posse,media,Online Advertising,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
2022-11-07,apg media chesapeake,apg media of chesapeake,29088 Air Park Drive  Easton  Maryland 21601,business/group/organization,300,Salling   Johnny Ray Friends of,media,Newspaper,NA,Debit Card,NA,Electoral,NA,NA
2022-03-04,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,55458.01,Moore Miller For Maryland Slate,media,TV,NA,Wire Transfer,NA,Electoral,Advertising,NA
2022-03-04,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,32336.17,Moore Miller For Maryland Slate,media,Online Advertising,NA,Wire Transfer,NA,Electoral,Online Advertising,NA
2022-06-16,studio 88,studio 88,994 Clausen Lane  Arnold  Maryland 21012,business/group/organization,1800,Grasso  John Friends of,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-01-28,neighborhood signs and stickers  llc,neighborhood signs and stickers,6655 AMBERTON CT  STE L  ELKRIDGE  Maryland 21075,business/group/organization,418.7,Pulliam  Dawn Friends of,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
2022-01-28,burton research and strategies,burton research and strategies,8820 GALAX CT  CHAPEL HILL  North Carolina 27516,business/group/organization,1260,Pulliam  Dawn Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-01-28,spm strategies  llc,spm strategies  llc,2812 S. COLUMBUS ST  ARLINGTON  Virginia 22206,business/group/organization,99,Pulliam  Dawn Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-03-14,spm strategies  llc,spm strategies  llc,2812 S. COLUMBUS ST  ARLINGTON  Virginia 22206,business/group/organization,99,Pulliam  Dawn Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-03-15,burton research and strategies,burton research and strategies,8820 GALAX CT  CHAPEL HILL  North Carolina 27516,business/group/organization,420,Pulliam  Dawn Friends of,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-03-17,neighborhood signs and stickers  llc,neighborhood signs and stickers,6655 AMBERTON CT  STE L  ELKRIDGE  Maryland 21075,business/group/organization,1187.2,Pulliam  Dawn Friends of,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
2022-03-23,dca imaging systems,dca imaging systems,5000 Philadelphia Way  Lanham  Maryland 20706,business/group/organization,73.41,Pulliam  Dawn Friends of,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
2022-05-29,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),250,Whisler  Steve Friends of,media,Online Advertising,NA,NA,Facebook,Electoral,NA,NA
2022-02-05,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),25,Whisler  Steve Friends of,media,Online Advertising,NA,NA,Facebook,Electoral,NA,NA
2022-02-09,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),25,Whisler  Steve Friends of,media,Online Advertising,NA,NA,Facebook,Electoral,NA,NA
2022-02-12,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),50,Whisler  Steve Friends of,media,Online Advertising,NA,NA,Facebook,Electoral,NA,NA
2022-02-10,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),35,Whisler  Steve Friends of,media,Online Advertising,NA,NA,Facebook,Electoral,NA,NA
2022-02-18,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),75,Whisler  Steve Friends of,media,Online Advertising,NA,NA,Facebook,Electoral,NA,NA
2022-01-06,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),39.34,Whisler  Steve Friends of,media,Media - Website Development,NA,NA,GoDaddy.com. LLC,Electoral,NA,NA
2022-01-06,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),88.07,Whisler  Steve Friends of,media,Media - Website Development,NA,NA,GoDaddy.com. LLC,Electoral,NA,NA
2022-02-16,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),27.16,Whisler  Steve Friends of,media,Media - Website Development,NA,NA,GoDaddy.com. LLC,Electoral,NA,NA
2022-02-10,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),875,Whisler  Steve Friends of,media,Graphic Design,NA,NA,Trembling Giant,Electoral,NA,NA
2022-04-06,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),4886.6,Whisler  Steve Friends of,media,Billboards / Outdoor Advertising,NA,NA,Neighborhood Signs,Electoral,NA,NA
2022-03-05,stephen douglas  whisler,stephen douglas  whisler,6766 RIDGE ROAD  MARRIOTTSVILLE  Maryland 21104,self (candidate),693,Whisler  Steve Friends of,media,Book/Brochure Advertising,NA,NA,Trembling Giant,Electoral,NA,NA
2022-02-24,squarespace inc.,squarespace,225 Varick St  12th Floor  New York  New York 10014,business/group/organization,57.29,Segal  Jerome M. for Governor,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-03-07,the political group,the political group,4835 Medical Dr. #40111  San Antonio  Texas 78229,business/group/organization,4169,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,EFT,NA,Electoral,NA,NA
2022-03-21,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,1640,Segal  Jerome M. for Governor,media,Survey/Polls,NA,Debit Card,NA,Electoral,NA,NA
2022-04-05,jerome michael  segal,jerome michael  segal,7910 Takoma Avenue  Silver Spring  Maryland 20910,self (candidate),350,Segal  Jerome M. for Governor,media,Consulting Fees - Media,NA,EFT,NA,Electoral,Checking $ from Ted that went into wrong account,NA
2022-04-11,willard global strategies,willard global strategies,10032 Hartford Maroon Rd  Orlando  Florida 32827,business/group/organization,1875,Segal  Jerome M. for Governor,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-04-12,frank caskin,frank caskin,12107 Whippoorwill Ln  Rockville  Maryland 20852,individual,1500,Segal  Jerome M. for Governor,media,Consulting Fees - Media,NA,Check,NA,Electoral,NA,NA
2022-03-16,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,1000,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,EFT,NA,Electoral,Paid via Zelle to Nicholas Bini of Texting for Less,NA
2022-03-21,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,1000,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,EFT,NA,Electoral,Paid via Zelle to Nicholas Bini of Texting for Less,NA
2022-03-21,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,1000,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,EFT,NA,Electoral,Paid via Zelle to Nicholas Bini of Texting for Less,NA
2022-03-22,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,650,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,EFT,NA,Electoral,Paid via Zelle to Nicholas Bini of Texting for Less,NA
2022-03-25,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,350,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,EFT,NA,Electoral,Paid via Zelle to Nicholas Bini of Texting for Less,NA
2022-03-28,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,660,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,EFT,NA,Electoral,Paid via Zelle to Nicholas Bini of Texting for Less,NA
2022-03-22,texting for less,texting for less,354 State St Suite 104  Hackensack  New Jersey 07601,business/group/organization,2200,Segal  Jerome M. for Governor,media,Phones / Robo calls,NA,Check,NA,Electoral,NA,NA
2022-04-18,amy ginsburg,amy ginsburg,4850 CLOISTER DRIVE  ROCKVILLE  Maryland 20852,business/group/organization,34.3,Ginsburg  Amy Committee to Elect,media,Videos,NA,Credit Card/MasterCard,Promo.com,Electoral,NA,NA
2022-03-31,talisman consulting services,talisman consulting services,15 East Churchville Road  Suite 115-111  Bel Air  Maryland 21014,business/group/organization,64.5,Grambo  Francis Patriots for,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-02-23,a2 hosting,a2 hosting,A2 Hosting Inc.  PO Box 2998  Ann Arbor  Michigan 48106,business/group/organization,134.58,Grambo  Francis Patriots for,media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-03-07,constant contact,constant contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,business/group/organization,10.59,Grambo  Francis Patriots for,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,paid from Candidates personal Credit card,NA
2022-04-07,constant contact,constant contact,1601 Trapelo Road  Suite 329  Waltham  Massachusetts 02451,business/group/organization,47.7,Grambo  Francis Patriots for,media,Online Advertising,NA,Credit Card/Visa,NA,Electoral,paid from Candidates personal Credit Card,NA
2022-03-14,staples,staples,7929 Eastern Avenue  Baltimore  Maryland 21224,business/group/organization,20.13,Grambo  Francis Patriots for,media,Book/Brochure Advertising,NA,Credit Card/Visa,NA,Electoral,paid from Candidate personal Credit card,NA
2022-02-28,facebook,facebook,1 Hacker Way  Menlo  California 94025,business/group/organization,423.06,Brooks  Brandy Power Posse,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-04-01,facebook,facebook,1 Hacker Way  Menlo  California 94025,business/group/organization,415.35,Brooks  Brandy Power Posse,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-19,gabby howard,gabby howard,532 S Marylyn Ave  Essex  Maryland 21221,business/group/organization,250,McDonough  Valerie Friends for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-04-30,facebook,facebook,1 Hacker Way  Menlo  California 94025,business/group/organization,199.99,Brooks  Brandy Power Posse,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-11,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,61383.01,Moore Miller For Maryland Slate,media,TV,NA,Wire Transfer,NA,Electoral,Advertising,NA
2022-02-01,d3 corp,d3 corp,12319 Ocean Gateway #202  Ocean City  Maryland 21842,business/group/organization,625,Giordano  Julie Friends to Elect,media,Media - Website Development,NA,EFT,NA,Electoral,Website,NA
2022-02-17,clear channel outdoor,clear channel outdoor,808 N Salisbury Blvd  Salisbury  Maryland 21801,business/group/organization,2550.6,Giordano  Julie Friends to Elect,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,Bilboard for Nanticoke Rd. 4 weeks. Order #1144257-SAL. Unit #120603,NA
2022-01-14,squarespace,squarespace,225 Varick Street  12th Floor  NY  New York 10014,business/group/organization,6.36,Munoz  Rachel Friends of,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-03-14,zest social media solutions  llc,zest media solutions  llc,215 Washington Avenue  Suite LLZ  Towson  Maryland 21204,business/group/organization,3300,Porter  Stephanie Committee to Keep Judge,media,Media - Website Development,NA,Electronic Check,NA,Electoral,NA,NA
2021-01-21,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-02-19,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-03-29,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-04-19,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-05-19,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-06-21,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-07-19,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-08-19,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-09-20,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-10-19,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-02-16,a northwood,a northwood,103 W JARRETTSVILLE RD  Forest Hill  Maryland 21050,business/group/organization,565.87,Carl Jr.  John Friends of,media,Media - Website Development,NA,Check,NA,Electoral,SiteGround Domain & Hosting also sign design,NA
2021-11-19,campaignpartner.com,campaignpartner.com,PO Box 118  Still River  Massachusetts 01467,business/group/organization,4.95,Dorsey  Patricia A. Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2022-03-18,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,125712.5,Moore Miller For Maryland Slate,media,TV,NA,Wire Transfer,NA,Electoral,Advertising,NA
2022-03-28,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,12233.01,Moore Miller For Maryland Slate,media,TV,NA,Wire Transfer,NA,Electoral,Advertising,NA
2022-03-31,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,4542.16,Moore Miller For Maryland Slate,media,Radio,NA,Wire Transfer,NA,Electoral,Radio Advertising,NA
2022-03-31,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,12461,Moore Miller For Maryland Slate,media,TV,NA,Wire Transfer,NA,Electoral,Advertising,NA
2022-03-31,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,7500,Moore Miller For Maryland Slate,media,Online Advertising,NA,Wire Transfer,NA,Electoral,Online Advertising,NA
2022-04-08,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,4542.16,Moore Miller For Maryland Slate,media,Radio,NA,Wire Transfer,NA,Electoral,Radio Advertising,NA
2022-04-08,skdk,skdk,1150 18th St NW  Ste 800  Washington  District Of Columbia 20036,business/group/organization,12461,Moore Miller For Maryland Slate,media,TV,NA,Wire Transfer,NA,Electoral,Advertising,NA
2022-02-28,domain.com,domain.com,5335 Gate Parkway  2nd Floor  Jacksonville  Florida 32256,business/group/organization,19.52,Bent (Shannon) for Kids,media,Media - Website Development,NA,Debit Card,NA,Electoral,domain name,NA
2022-03-17,godaddy. com,godaddy.com llc,14455 North Hayden Road  #219  Scottsdale  Arizona 85260,business/group/organization,88.92,Bent (Shannon) for Kids,media,Media - Website Development,NA,Debit Card,NA,Electoral,website hosting for the year,NA
2022-01-26,william r hall,william r hall,45579 Catalina  CALIFORNIA  Maryland 20619,individual,63.6,Hall  William BJ Citizens For,media,Media - Website Development,NA,Debit Card,WIX.com LTD,Electoral,NA,NA
2022-01-19,william r hall,william r hall,45579 Catalina  CALIFORNIA  St. Mary’s  Maryland 20619,individual,33.75,Hall  William BJ Citizens For,media,Media - Website Development,NA,Debit Card,WIX.com LTD,Electoral,NA,NA
2022-02-12,godaddy.com  llc,godaddy.com llc,14455 N. Hayden Rd.  Suite 219  Scottsdale  Arizona 85260,business/group/organization,9.17,Herd  Ian Citizens For,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-02-12,envato,envato,PO Box 16122  Collins Street West  Victoria 8007  AUSTRALIA,business/group/organization,71,Herd  Ian Citizens For,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-02-12,fastspring,fastspring,801 Garden Street  Suite 201  Santa Barbara  California 93101,business/group/organization,157.94,Herd  Ian Citizens For,media,Media - Website Development,NA,EFT,NA,Electoral,NA,NA
2022-03-22,facebook inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,55.76,Herd  Ian Citizens For,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-03-14,facebook inc.,facebook,1 Hacker Way  Menlo Park  California 94025,business/group/organization,75,Herd  Ian Citizens For,media,Online Advertising,NA,Debit Card,NA,Electoral,NA,NA
2022-02-07,godaddy,godaddy,2150 E Warner Road  Tempe  Arizona 85284-3401,business/group/organization,350.68,Duck  Andrew Friends of,media,Media - Website Development,NA,Credit Card/Visa,NA,Electoral,NA,NA
2022-01-19,william r hall,william r hall,45579 Catalina  CALIFORNIA  St. Mary’s  Maryland 20619,individual,138,Hall  William BJ Citizens For,media,Media - Website Development,NA,Debit Card,WIX.com LTD,Electoral,NA,NA
2022-03-11,poliengine  llc,poliengine  llc,621 NW12th Avenue  Gainsville  Florida 32601,business/group/organization,348,Khaleesi  Camille Friends of,media,Media - Website Development,NA,Check,NA,Electoral,NA,NA
2022-03-01,harford's heart,harford's heart,PO Box 1484  Bel Air  Maryland 21014,business/group/organization,500,Wagner  Robert S. Committee to Elect,media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
2022-03-21,apple outdoor advertising  inc.,apple outdoor advertising  inc.,PO Box 1964  York  Pennsylvania 17405,business/group/organization,700,Wagner  Robert S. Committee to Elect,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
2022-04-18,apple outdoor advertising  inc.,apple outdoor advertising  inc.,PO Box 1964  York  Pennsylvania 17405,business/group/organization,700,Wagner  Robert S. Committee to Elect,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
2022-04-29,apple outdoor advertising  inc.,apple outdoor advertising  inc.,PO Box 1964  York  Pennsylvania 17405,business/group/organization,184.6,Wagner  Robert S. Committee to Elect,media,Graphic Design,NA,Check,NA,Electoral,NA,NA
2022-05-23,apple outdoor advertising  inc.,apple outdoor advertising  inc.,PO Box 1964  York  Pennsylvania 17405,business/group/organization,700,Wagner  Robert S. Committee to Elect,media,Billboards / Outdoor Advertising,NA,Check,NA,Electoral,NA,NA
2022-05-25,cc pressnet  inc.,cc pressnet  inc.,7110 Golden Ring Road  Ste 114  Essex  Maryland 21221,business/group/organization,526.47,Wagner  Robert S. Committee to Elect,media,Book/Brochure Advertising,NA,Check,NA,Electoral,NA,NA
2022-05-26,harford's heart,harford's heart,PO Box 1484  Bel Air  Maryland 21014,business/group/organization,500,Wagner  Robert S. Committee to Elect,media,Book/Brochure Advertising,NA,EFT,NA,Electoral,NA,NA
2022-04-03,christopher donovan,christopher donovan,403 BLUEBERRY CT  Edgewood  Maryland 21040,individual,88.92,Woods  David H. Committee to Elect,media,Media - Website Development,NA,Credit Card/Visa,Go Daddy.com LLC,Electoral,NA,NA
2022-01-18,christopher donovan,christopher donovan,403 BLUEBERRY CT  Edgewood  Maryland 21040,individual,37.49,Woods  David H. Committee to Elect,media,Media - Website Development,NA,Credit Card/Visa,GoDaddy.comLLC,Electoral,NA,NA
2021-11-18,wix.com,wix,500 Terry A Francois Blvd  San Francisco  California 94158,business/group/organization,14.49,Rosero  Jonathan Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-11-18,wix.com,wix,500 Terry A Francois Blvd  San Francisco  California 94158,business/group/organization,60,Rosero  Jonathan Citizens for,media,Media - Website Development,NA,Debit Card,NA,Electoral,NA,NA
2021-08-18,constant contact,constant contact,1601 Trapelo Rd  Waltham  Massachusetts 02451,business/group/organization,45,Branch  Talmadge Friends of,media,Online Advertising,NA,EFT,NA,Electoral,NA,NA
2022-06-14,monday.com,monday.com,246 5th Avenue  New York  New York 10001,business/group/organization,36,Talbot County Democratic Central Committee,media,Graphic Design,NA,Debit Card,NA,Administrative,NA,NA
2022-03-31,techbulls,techbulls,Nairobi  Nairobi  KENYA,business/group/organization,450,Mwaura  Thomas Citizen For,media,Media - Website Development,NA,NA,NA,Electoral,NA,NA
2022-02-24,wix,wix,500 Terry A. Francois Blvd  San Fransisco  California 94158,business/group/organization,127.2,Mason (Jonathan) for Maryland,media,Media - Website Development,NA,Credit Card/MasterCard,NA,Electoral,NA,NA
